shot_id,batch,clip,clip_title,scene_id,camera,asset_type,priority,beat,pure_path,whitebox_path
MSB155,B06,17,接起电话,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,start_frame,A,听筒静止,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB155_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB155.png
MSB156,B06,17,接起电话,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,storyboard,A,手进入画面,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB156_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB156.png
MSB157,B06,17,接起电话,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,storyboard,A,指尖碰到听筒,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB157_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB157.png
MSB158,B06,17,接起电话,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,keyframe,A,听筒离座,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB158_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB158.png
MSB159,B06,17,接起电话,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,storyboard,B,电话线晃动,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB159_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB159.png
MSB160,B06,17,接起电话,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,end_frame,A,听筒贴耳,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB160_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB160.png
MSB161,B06,17,接起电话,SCN_PHONE,CAM_PHONE_03_RECEIVER_INSERT,keyframe,A,声音进入身体,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB161_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB161.png
MSB162,B06,18,电子化,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,start_frame,A,电话线起扫描,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB162_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB162.png
MSB163,B06,18,电子化,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,storyboard,A,扫描到手腕,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB163_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB163.png
MSB164,B06,18,电子化,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,storyboard,A,红领巾色块化,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB164_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB164.png
MSB165,B06,18,电子化,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,storyboard,B,书包变色块,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB165_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB165.png
MSB166,B06,18,电子化,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,keyframe,A,走廊边缘分裂,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB166_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB166.png
MSB167,B06,18,电子化,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,storyboard,A,脸部半电子化,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB167_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB167.png
MSB168,B06,18,电子化,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,end_frame,A,纵深展平前,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB168_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB168.png
MSB169,B06,18,电子化,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,keyframe,A,像素闪白,media/01_AIGC/visual_assets/pure/micro_storyboard/B06/MSB169_v001.png,media/01_AIGC/whitebox_renders_v2/B06/WB2_PHONE_MSB169.png
