shot_id,batch,clip,clip_title,scene_id,camera,asset_type,priority,beat,pure_path,whitebox_path
MSB086,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,start_frame,A,四人收拢,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB086_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB086.png
MSB087,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,B,阿磊还嘴,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB087_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB087.png
MSB088,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,A,高杆封退路,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB088_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB088.png
MSB089,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,A,大海肩膀顶近,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB089_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB089.png
MSB090,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,B,小齐起哄边退,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB090_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB090.png
MSB091,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,A,彬子靠近阿磊,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB091_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB091.png
MSB092,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,A,第一次推搡,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB092_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB092.png
MSB093,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,keyframe,A,小川侧面僵住,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB093_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB093.png
MSB094,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,B,小满完全不动,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB094_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB094.png
MSB095,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,keyframe,A,哥哥失衡低位,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB095_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB095.png
MSB096,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,end_frame,A,彬子准备下狠手,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB096_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB096.png
MSB097,B04,10,围殴哥哥,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,storyboard,A,小川视线下坠前,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB097_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB097.png
MSB098,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,prop,A,石块再出现,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB098_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB098.png
MSB099,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,storyboard,A,小川眼神落下,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB099_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB099.png
MSB100,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,storyboard,B,手松开书包带,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB100_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB100.png
MSB101,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,storyboard,A,弯身动作开始,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB101_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB101.png
MSB102,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,keyframe,A,手碰到石块,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB102_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB102.png
MSB103,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,storyboard,A,彬子动作逼近,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB103_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB103.png
MSB104,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,storyboard,A,小川起身甩动,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB104_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB104.png
MSB105,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,end_frame,A,遮挡冲击瞬间,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB105_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB105.png
MSB106,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,keyframe,A,彬子不可置信,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB106_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB106.png
MSB107,B04,11,石块失手,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,keyframe,A,小川失声,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB107_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB107.png
MSB108,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,start_frame,A,冻结后的第一步,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB108_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB108.png
MSB109,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,A,书包猛甩,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB109_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB109.png
MSB110,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,A,哥哥留后方,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB110_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB110.png
MSB111,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,B,混混反应慢半拍,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB111_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB111.png
MSB112,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,A,小川冲过石块点,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB112_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB112.png
MSB113,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,A,追兵启动,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB113_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB113.png
MSB114,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,B,墙面擦镜,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB114_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB114.png
MSB115,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,keyframe,A,路灯拖影,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB115_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB115.png
MSB116,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,A,小川回头,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB116_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB116.png
MSB117,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,storyboard,A,废楼轮廓出现,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB117_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB117.png
MSB118,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,end_frame,A,小川冲向废楼,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB118_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB118.png
MSB119,B04,12,主角逃跑,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,keyframe,A,黑暗吞没,media/01_AIGC/visual_assets/pure/micro_storyboard/B04/MSB119_v001.png,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB119.png
