panel_id,batch,clip,clip_title,priority,story_stage,pure_path,annotated_path,whitebox_reference_path,status,production_order,notes
MSB001,B01,01,老小区建立,A,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB001_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB001_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB001.png,generated_passed_qa,1,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB089,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB089_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB089_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB089.png,blocked_generation_policy_retry_needed,15,Built-in image generation rejected MSB089 after rewriting as non-contact alley crowding/body-distance pressure; likely youth intimidation safety trigger. Use whitebox fallback in review video; retry later with symbolic/offscreen framing or approved production model.
MSB091,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB091_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB091_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB091.png,blocked_generation_policy_retry_needed,16,Built-in image generation rejected MSB091 even as a symbolic non-contact alley standoff; this confirms S3 alley-pressure direct photoreal generation is policy-sensitive. Use whitebox fallback in review video; retry later with offscreen/symbolic framing or approved production model.
MSB092,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB092_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB092_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB092.png,generated_passed_qa,17,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB093,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB093_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB093_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB093.png,generated_passed_qa,18,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB095,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB095_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB095_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB095.png,generated_passed_qa,19,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB096,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB096_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB096_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB096.png,generated_passed_qa,20,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB097,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB097_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB097_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB097.png,generated_passed_qa,21,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB098,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB098_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB098_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB098.png,generated_passed_qa,22,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB099,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB099_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB099_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB099.png,generated_passed_qa,23,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB101,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB101_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB101_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB101.png,generated_passed_qa,24,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB102,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB102_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB102_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB102.png,generated_passed_qa,25,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB103,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB103_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB103_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB103.png,generated_passed_qa,26,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB104,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB104_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB104_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB104.png,generated_passed_qa,27,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB105,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB105_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB105_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB105.png,generated_passed_qa,28,pure generated and QA passed; image=1672x940; annotated_exists=True
MSB106,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB106_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB106_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB106.png,generated_passed_qa,29,pure generated and QA passed; image=1672x940; annotated_exists=True
MSB107,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB107_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB107_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB107.png,generated_passed_qa,30,pure generated and QA passed; image=1672x940; annotated_exists=True
MSB108,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB108_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB108_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB108.png,blocked_generation_policy_retry_needed,31,Built-in image generation rejected MSB108 even as a solo nonviolent escape-motion frame; likely youth panic/flight safety trigger. Use whitebox fallback in review video; retry later with symbolic/offscreen framing or approved production model.
MSB109,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB109_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB109_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB109.png,generated_passed_qa,32,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB110,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB110_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB110_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB110.png,generated_passed_qa,33,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB112,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB112_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB112_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB112.png,generated_passed_qa,34,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB113,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB113_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB113_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB113.png,generated_passed_qa,35,pure generated and QA passed; image=1672x940; annotated_exists=True
MSB115,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB115_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB115_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB115.png,generated_passed_qa,36,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB116,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB116_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB116_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB116.png,generated_passed_qa,37,pure generated and QA passed; image=1672x940; annotated_exists=True
MSB117,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB117_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB117_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB117.png,generated_passed_qa,38,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB118,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB118_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB118_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB118.png,generated_passed_qa,39,pure generated and QA passed; image=1672x940; annotated_exists=True
MSB119,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB119_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB119_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB119.png,generated_passed_qa,40,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB120,B05,13,进入废楼,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB120_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB120_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB120.png,generated_passed_qa,41,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB121,B05,13,进入废楼,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB121_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB121_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB121.png,generated_passed_qa,42,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB122,B05,13,进入废楼,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB122_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB122_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB122.png,generated_passed_qa,43,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB123,B05,13,进入废楼,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB123_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB123_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB123.png,generated_passed_qa,44,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB125,B05,13,进入废楼,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB125_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB125_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB125.png,generated_passed_qa,45,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB127,B05,13,进入废楼,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB127_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB127_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB127.png,generated_passed_qa,46,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB129,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB129_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB129_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB129.png,generated_passed_qa,47,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB130,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB130_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB130_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB130.png,generated_passed_qa,48,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB131,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB131_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB131_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB131.png,generated_passed_qa,49,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB132,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB132_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB132_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB132.png,generated_passed_qa,50,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB134,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB134_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB134_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB134.png,generated_passed_qa,51,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB136,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB136_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB136_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB136.png,generated_passed_qa,52,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB137,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB137_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB137_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB137.png,generated_passed_qa,53,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB138,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB138_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB138_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB138.png,generated_passed_qa,54,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB139,B05,15,远处电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB139_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB139_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB139.png,generated_passed_qa,55,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB140,B05,15,远处电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB140_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB140_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB140.png,generated_passed_qa,56,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB141,B05,15,远处电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB141_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB141_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB141.png,generated_passed_qa,57,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB142,B05,15,远处电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB142_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB142_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB142.png,generated_passed_qa,58,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB143,B05,15,远处电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB143_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB143_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB143.png,generated_passed_qa,59,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB146,B05,15,远处电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB146_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB146_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB146.png,generated_passed_qa,60,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB147,B05,16,靠近电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB147_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB147_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB147.png,generated_passed_qa,61,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB148,B05,16,靠近电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB148_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB148_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB148.png,generated_passed_qa,62,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB150,B05,16,靠近电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB150_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB150_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB150.png,generated_passed_qa,63,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB151,B05,16,靠近电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB151_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB151_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB151.png,generated_passed_qa,64,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB152,B05,16,靠近电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB152_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB152_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB152.png,generated_passed_qa,65,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB154,B05,16,靠近电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB154_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB154_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB154.png,generated_passed_qa,66,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB155,B06,17,接起电话,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB155_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB155_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB155.png,generated_passed_qa,67,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB156,B06,17,接起电话,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB156_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB156_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB156.png,generated_passed_qa,68,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB157,B06,17,接起电话,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB157_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB157_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB157.png,generated_passed_qa,69,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB158,B06,17,接起电话,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB158_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB158_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB158.png,generated_passed_qa,70,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB160,B06,17,接起电话,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB160_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB160_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB160.png,generated_passed_qa,71,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB161,B06,17,接起电话,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB161_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB161_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB161.png,generated_passed_qa,72,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB162,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB162_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB162_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB162.png,generated_passed_qa,73,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB163,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB163_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB163_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB163.png,generated_passed_qa,74,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB164,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB164_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB164_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB164.png,generated_passed_qa,75,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB166,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB166_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB166_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB166.png,generated_passed_qa,76,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB167,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB167_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB167_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB167.png,generated_passed_qa,77,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB168,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB168_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB168_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB168.png,generated_passed_qa,78,pure generated and QA passed; image=1672x941; annotated_exists=True
MSB169,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB169_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB169_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB169.png,generated_passed_qa,79,pure generated and QA passed; image=1672x941; annotated_exists=True
