panel_id,clip,start,end,duration,source_kind,source_path
MSB041,05,71.00,73.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB041.png
MSB042,05,73.00,75.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB042.png
MSB043,05,75.00,77.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB043.png
MSB044,05,77.00,78.00,1.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB044.png
MSB045,05,78.00,80.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB045.png
MSB046,05,80.00,82.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB046.png
MSB047,05,82.00,84.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB047.png
MSB048,05,84.00,86.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB048.png
MSB049,05,86.00,88.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB049.png
MSB050,06,88.00,89.00,1.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB050.png
MSB051,06,89.00,91.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB051.png
MSB052,06,91.00,93.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB052.png
MSB053,06,93.00,95.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB053.png
MSB054,06,95.00,96.00,1.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB054.png
MSB055,06,96.00,98.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB055.png
MSB056,06,98.00,100.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB056.png
MSB057,06,100.00,102.00,2.00,WHITEBOX,whitebox_renders_v2/B02/WB2_ARCADE_MSB057.png
MSB058,07,102.00,103.00,1.00,WHITEBOX,whitebox_renders_v2/B03/WB2_EXIT_MSB058.png
MSB059,07,103.00,105.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_EXIT_MSB059.png
MSB060,07,105.00,107.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_EXIT_MSB060.png
MSB061,07,107.00,109.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_EXIT_MSB061.png
MSB062,07,109.00,110.00,1.00,WHITEBOX,whitebox_renders_v2/B03/WB2_EXIT_MSB062.png
MSB063,07,110.00,112.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_EXIT_MSB063.png
MSB064,07,112.00,114.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_EXIT_MSB064.png
MSB065,07,114.00,116.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_EXIT_MSB065.png
MSB066,08,116.00,117.00,1.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB066.png
MSB067,08,117.00,119.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB067.png
MSB068,08,119.00,121.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB068.png
MSB069,08,121.00,123.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB069.png
MSB070,08,123.00,125.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB070.png
MSB071,08,125.00,126.00,1.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB071.png
MSB072,08,126.00,128.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB072.png
MSB073,08,128.00,130.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB073.png
MSB074,08,130.00,132.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB074.png
MSB075,08,132.00,134.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB075.png
MSB076,09,134.00,135.00,1.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB076.png
MSB077,09,135.00,137.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB077.png
MSB078,09,137.00,139.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB078.png
MSB079,09,139.00,141.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB079.png
MSB080,09,141.00,143.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB080.png
MSB081,09,143.00,144.00,1.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB081.png
MSB082,09,144.00,146.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB082.png
MSB083,09,146.00,148.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB083.png
MSB084,09,148.00,150.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB084.png
MSB085,09,150.00,152.00,2.00,WHITEBOX,whitebox_renders_v2/B03/WB2_ALLEY_MSB085.png
MSB086,10,152.00,154.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB086.png
MSB087,10,154.00,156.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB087.png
MSB088,10,156.00,158.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB088.png
MSB089,10,158.00,160.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB089.png
MSB090,10,160.00,162.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB090.png
MSB091,10,162.00,164.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB091.png
MSB092,10,164.00,166.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB092.png
MSB093,10,166.00,168.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB093.png
MSB094,10,168.00,170.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB094.png
MSB095,10,170.00,172.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB095.png
MSB096,10,172.00,174.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB096.png
MSB097,10,174.00,176.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB097.png
MSB098,11,176.00,178.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB098.png
MSB099,11,178.00,180.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB099.png
MSB100,11,180.00,182.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB100.png
MSB101,11,182.00,184.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB101.png
MSB102,11,184.00,186.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB102.png
MSB103,11,186.00,188.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB103.png
MSB104,11,188.00,190.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB104.png
MSB105,11,190.00,192.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB105.png
MSB106,11,192.00,194.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB106.png
MSB107,11,194.00,196.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB107.png
MSB108,12,196.00,197.00,1.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB108.png
MSB109,12,197.00,199.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB109.png
MSB110,12,199.00,201.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB110.png
MSB111,12,201.00,202.00,1.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB111.png
MSB112,12,202.00,204.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB112.png
MSB113,12,204.00,206.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB113.png
MSB114,12,206.00,207.00,1.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB114.png
MSB115,12,207.00,209.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB115.png
MSB116,12,209.00,211.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB116.png
MSB117,12,211.00,212.00,1.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB117.png
MSB118,12,212.00,214.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB118.png
MSB119,12,214.00,216.00,2.00,WHITEBOX,whitebox_renders_v2/B04/WB2_ALLEY_MSB119.png
MSB120,13,216.00,217.00,1.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB120.png
MSB121,13,217.00,219.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB121.png
MSB122,13,219.00,221.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB122.png
MSB123,13,221.00,223.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB123.png
MSB124,13,223.00,224.00,1.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB124.png
MSB125,13,224.00,226.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB125.png
MSB126,13,226.00,228.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB126.png
MSB127,13,228.00,230.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB127.png
MSB128,13,230.00,232.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB128.png
MSB129,14,232.00,233.00,1.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB129.png
MSB130,14,233.00,235.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB130.png
MSB131,14,235.00,237.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB131.png
MSB132,14,237.00,239.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB132.png
MSB133,14,239.00,241.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB133.png
MSB134,14,241.00,242.00,1.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB134.png
MSB135,14,242.00,244.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB135.png
MSB136,14,244.00,246.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB136.png
MSB137,14,246.00,248.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB137.png
MSB138,14,248.00,250.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB138.png
MSB139,15,250.00,251.00,1.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB139.png
MSB140,15,251.00,253.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB140.png
MSB141,15,253.00,255.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB141.png
MSB142,15,255.00,257.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB142.png
MSB143,15,257.00,258.00,1.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB143.png
MSB144,15,258.00,260.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB144.png
MSB145,15,260.00,262.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB145.png
MSB146,15,262.00,264.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB146.png
MSB147,16,264.00,266.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB147.png
MSB148,16,266.00,268.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB148.png
MSB149,16,268.00,270.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB149.png
MSB150,16,270.00,272.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB150.png
MSB151,16,272.00,274.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB151.png
MSB152,16,274.00,276.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB152.png
MSB153,16,276.00,278.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB153.png
MSB154,16,278.00,280.00,2.00,WHITEBOX,whitebox_renders_v2/B05/WB2_PHONE_MSB154.png
MSB155,17,280.00,281.00,1.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB155.png
MSB156,17,281.00,282.00,1.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB156.png
MSB157,17,282.00,284.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB157.png
MSB158,17,284.00,285.00,1.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB158.png
MSB159,17,285.00,287.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB159.png
MSB160,17,287.00,288.00,1.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB160.png
MSB161,17,288.00,290.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB161.png
MSB162,18,290.00,292.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB162.png
MSB163,18,292.00,294.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB163.png
MSB164,18,294.00,296.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB164.png
MSB165,18,296.00,299.00,3.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB165.png
MSB166,18,299.00,301.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB166.png
MSB167,18,301.00,303.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB167.png
MSB168,18,303.00,305.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB168.png
MSB169,18,305.00,308.00,3.00,WHITEBOX,whitebox_renders_v2/B06/WB2_PHONE_MSB169.png
MSB170,19,308.00,310.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB170.png
MSB171,19,310.00,312.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB171.png
MSB172,19,312.00,314.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB172.png
MSB173,19,314.00,316.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB173.png
MSB174,19,316.00,318.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB174.png
MSB175,19,318.00,320.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB175.png
MSB176,19,320.00,322.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB176.png
MSB177,19,322.00,324.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB177.png
MSB178,20,324.00,326.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB178.png
MSB179,20,326.00,328.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB179.png
MSB180,20,328.00,331.00,3.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB180.png
MSB181,20,331.00,333.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB181.png
MSB182,20,333.00,335.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB182.png
MSB183,20,335.00,338.00,3.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB183.png
MSB184,20,338.00,340.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB184.png
MSB185,20,340.00,342.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB185.png
MSB186,20,342.00,345.00,3.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB186.png
MSB187,20,345.00,347.00,2.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB187.png
MSB188,20,347.00,351.00,4.00,WHITEBOX,whitebox_renders_v2/B06/WB2_8BIT_MSB188.png
