asset_id,asset_class,story_stage,pure_path,annotated_path,model_input_allowed,annotation_allowed,pure_qa_status,annotated_qa_status,notes
MSB025,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B01/MSB025_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B01/MSB025_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB026,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B01/MSB026_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B01/MSB026_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB027,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B01/MSB027_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B01/MSB027_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB028,end_frame,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B01/MSB028_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B01/MSB028_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB029,keyframe,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB029_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB029_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB030,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB030_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB030_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB031,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB031_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB031_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB032,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB032_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB032_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB033,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB033_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB033_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB034,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB034_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB034_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB035,start_frame,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB035_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB035_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB036,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB036_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB036_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB037,end_frame,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB037_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB037_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB038,start_frame,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB038_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB038_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB039,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB039_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB039_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB040,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB040_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB040_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB041,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB041_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB041_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB042,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB042_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB042_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB043,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB043_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB043_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB044,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB044_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB044_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB045,keyframe,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB045_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB045_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB046,keyframe,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB046_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB046_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB047,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB047_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB047_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB048,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB048_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB048_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB049,end_frame,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB049_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB049_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB050,keyframe,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB050_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB050_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB051,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB051_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB051_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB052,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB052_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB052_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB053,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB053_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB053_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB054,keyframe,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB054_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB054_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB055,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB055_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB055_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB056,storyboard,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB056_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB056_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB057,end_frame,S1_ARCADE_PLAY,01_AIGC/visual_assets/pure/micro_storyboard/B02/MSB057_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B02/MSB057_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB058,start_frame,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB058_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB058_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB059,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB059_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB059_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB060,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB060_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB060_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB061,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB061_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB061_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB062,keyframe,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB062_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB062_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB063,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB063_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB063_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB064,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB064_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB064_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB065,end_frame,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB065_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB065_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB066,keyframe,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB066_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB066_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB067,start_frame,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB067_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB067_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB068,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB068_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB068_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB069,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB069_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB069_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB070,prop,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB070_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB070_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB071,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB071_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB071_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB072,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB072_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB072_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB073,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB073_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB073_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB074,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB074_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB074_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB075,end_frame,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB075_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB075_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB076,keyframe,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB076_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB076_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB077,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB077_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB077_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB078,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB078_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB078_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB079,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB079_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB079_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB080,storyboard,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB080_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB080_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
MSB081,keyframe,S2_EXIT_TO_STANDOFF,01_AIGC/visual_assets/pure/micro_storyboard/B03/MSB081_v001.png,01_AIGC/visual_assets/annotated/micro_storyboard/B03/MSB081_v001_annotated.png,true,true,pending,pending,纯图只在通过门禁后进入 AIGC；带标注版本仅供审阅 / Pure image feeds AIGC only after gate; annotated copy is review only.
