asset_id,category,batch,pure_path,annotated_path,pure_exists,no_text_or_labels,identity_ok,space_ok,lighting_ok,whitebox_ok,overall_status,issue_summary,root_cause,replacement_needed,replacement_path
MSB017,micro_storyboard,B01,visual_assets/pure/micro_storyboard/B01/MSB017_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB017_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB018,micro_storyboard,B01,visual_assets/pure/micro_storyboard/B01/MSB018_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB018_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB019,micro_storyboard,B01,visual_assets/pure/micro_storyboard/B01/MSB019_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB019_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB020,micro_storyboard,B01,visual_assets/pure/micro_storyboard/B01/MSB020_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB020_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB021,micro_storyboard,B01,visual_assets/pure/micro_storyboard/B01/MSB021_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB021_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB022,micro_storyboard,B01,visual_assets/pure/micro_storyboard/B01/MSB022_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB022_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB023,micro_storyboard,B01,visual_assets/pure/micro_storyboard/B01/MSB023_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB023_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB024,micro_storyboard,B01,visual_assets/pure/micro_storyboard/B01/MSB024_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB024_v001_annotated.png,yes,yes,not_applicable_environment,yes,yes,yes,pass,,,no,
MSB025,micro_storyboard,B01,visual_assets/pure/micro_storyboard/B01/MSB025_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB025_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB026,micro_storyboard,B01,visual_assets/pure/micro_storyboard/B01/MSB026_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB026_v001_annotated.png,yes,yes,not_applicable_environment,yes,yes,yes,pass,,,no,
MSB027,micro_storyboard,B01,visual_assets/pure/micro_storyboard/B01/MSB027_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB027_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB028,micro_storyboard,B01,visual_assets/pure/micro_storyboard/B01/MSB028_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB028_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB029,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB029_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB029_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB030,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB030_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB030_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB031,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB031_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB031_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB032,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB032_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB032_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB033,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB033_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB033_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB034,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB034_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB034_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB035,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB035_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB035_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB036,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB036_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB036_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB037,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB037_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB037_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB038,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB038_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB038_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB039,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB039_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB039_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB040,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB040_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB040_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB041,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB041_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB041_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB042,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB042_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB042_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB043,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB043_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB043_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB044,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB044_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB044_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB045,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB045_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB045_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB046,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB046_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB046_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB047,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB047_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB047_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB048,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB048_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB048_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB049,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB049_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB049_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB050,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB050_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB050_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB051,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB051_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB051_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB052,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB052_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB052_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB053,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB053_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB053_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB054,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB054_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB054_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB055,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB055_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB055_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB056,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB056_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB056_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB057,micro_storyboard,B02,visual_assets/pure/micro_storyboard/B02/MSB057_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB057_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB058,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB058_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB058_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB059,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB059_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB059_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB060,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB060_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB060_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB061,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB061_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB061_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB062,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB062_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB062_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB063,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB063_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB063_v001_annotated.png,yes,yes,not_applicable_environment,yes,yes,yes,pass,,,no,
MSB064,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB064_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB064_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB065,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB065_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB065_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB066,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB066_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB066_v001_annotated.png,yes,yes,not_applicable_environment,yes,yes,yes,pass,,,no,
MSB067,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB067_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB067_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB068,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB068_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB068_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB069,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB069_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB069_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB070,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB070_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB070_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB071,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB071_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB071_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB072,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB072_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB072_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB073,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB073_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB073_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB074,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB074_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB074_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB075,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB075_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB075_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB076,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB076_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB076_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB077,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB077_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB077_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB078,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB078_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB078_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB079,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB079_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB079_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB080,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB080_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB080_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB081,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB081_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB081_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB082,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB082_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB082_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB083,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB083_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB083_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB084,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB084_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB084_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB085,micro_storyboard,B03,visual_assets/pure/micro_storyboard/B03/MSB085_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB085_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB086,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB086_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB086_v001_annotated.png,no,not_generated,not_generated,whitebox_fallback,not_generated,yes,blocked_generation_policy_retry_needed,Built-in image generation rejected MSB086 twice even after rewriting as non-contact alley pressure; likely child/teen intimidation safety trigger.,Safety rejection on minors/teen alley intimidation and surrounding pressure framing.,yes,visual_assets/pure/micro_storyboard/B04/MSB086_v001.png
MSB087,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB087_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB087_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB088,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB088_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB088_v001_annotated.png,no,not_generated,not_generated,whitebox_fallback,not_generated,yes,blocked_generation_policy_retry_needed,Built-in image generation rejected MSB088 even after rewriting as non-contact alley path-blocking; likely youth intimidation safety trigger.,Safety rejection on youth alley intimidation/path-blocking framing.,yes,visual_assets/pure/micro_storyboard/B04/MSB088_v001.png
MSB089,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB089_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB089_v001_annotated.png,no,not_generated,not_generated,whitebox_fallback,not_generated,yes,blocked_generation_policy_retry_needed,Built-in image generation rejected MSB089 after rewriting as non-contact alley crowding/body-distance pressure; likely youth intimidation safety trigger.,Safety rejection on youth alley intimidation/crowding framing.,yes,visual_assets/pure/micro_storyboard/B04/MSB089_v001.png
MSB090,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB090_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB090_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB091,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB091_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB091_v001_annotated.png,no,not_generated,not_generated,whitebox_fallback,not_generated,yes,blocked_generation_policy_retry_needed,Built-in image generation rejected MSB091 even as a symbolic non-contact alley standoff; this confirms S3 alley-pressure direct photoreal generation is policy-sensitive.,"Safety rejection on youth alley pressure/standoff framing, even with explicit no-contact constraints.",yes,visual_assets/pure/micro_storyboard/B04/MSB091_v001.png
MSB092,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB092_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB092_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB093,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB093_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB093_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB094,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB094_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB094_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB095,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB095_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB095_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB096,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB096_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB096_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB097,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB097_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB097_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB098,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB098_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB098_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB099,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB099_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB099_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB100,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB100_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB100_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB101,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB101_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB101_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB102,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB102_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB102_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB103,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB103_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB103_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB104,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB104_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB104_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB105,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB105_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB105_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB106,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB106_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB106_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB107,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB107_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB107_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB108,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB108_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB108_v001_annotated.png,no,not_generated,not_generated,whitebox_fallback,not_generated,yes,blocked_generation_policy_retry_needed,Built-in image generation rejected MSB108 even as a solo nonviolent escape-motion frame; likely youth panic/flight safety trigger.,Safety rejection on youth panic/flight framing.,yes,visual_assets/pure/micro_storyboard/B04/MSB108_v001.png
MSB109,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB109_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB109_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB110,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB110_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB110_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB111,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB111_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB111_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB112,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB112_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB112_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB113,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB113_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB113_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB114,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB114_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB114_v001_annotated.png,yes,yes,not_applicable_environment,yes,yes,yes,pass,,,no,
MSB115,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB115_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB115_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB116,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB116_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB116_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB117,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB117_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB117_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB118,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB118_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB118_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB119,micro_storyboard,B04,visual_assets/pure/micro_storyboard/B04/MSB119_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB119_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB120,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB120_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB120_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB121,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB121_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB121_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
MSB122,micro_storyboard,B05,visual_assets/pure/micro_storyboard/B05/MSB122_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB122_v001_annotated.png,yes,yes,yes,yes,yes,yes,pass,,,no,
