item_key,scope,item_id,title,media_path,media_exists,source_status,review_status,reviewed_at,reviewer,evidence_path,review_notes,required_check
keyframe:OP_SHOT_024,keyframe,OP_SHOT_024,,08_generation/jobs/REFERENCE003_OFFICIAL_KEYFRAMES_QA_20260630_BATCH04/outputs/OP_SHOT_024.png,True,generated_reference003_qa_pass,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_025,keyframe,OP_SHOT_025,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_025.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_026,keyframe,OP_SHOT_026,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_026.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_027,keyframe,OP_SHOT_027,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_027.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_028,keyframe,OP_SHOT_028,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_028.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_029,keyframe,OP_SHOT_029,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_029.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_030,keyframe,OP_SHOT_030,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_030.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_031,keyframe,OP_SHOT_031,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_031.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_032,keyframe,OP_SHOT_032,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_032.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_033,keyframe,OP_SHOT_033,,08_generation/jobs/OP_KEYFRAMES_20260629_HEROINE_C_REPLACE/outputs/OP_SHOT_033.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_034,keyframe,OP_SHOT_034,,08_generation/jobs/OP_KEYFRAMES_20260629_HEROINE_C_REPLACE/outputs/OP_SHOT_034.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_035,keyframe,OP_SHOT_035,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_035.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_036,keyframe,OP_SHOT_036,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_036.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_037,keyframe,OP_SHOT_037,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_037.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_038,keyframe,OP_SHOT_038,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_038.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_039,keyframe,OP_SHOT_039,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_039.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_040,keyframe,OP_SHOT_040,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_040.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_041,keyframe,OP_SHOT_041,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_041.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
keyframe:OP_SHOT_042,keyframe,OP_SHOT_042,,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_042.png,False,prompt_ready_reference003,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols in generated keyframe.
segment:VU_REF003_001_BLACK_CLOUD_FADEIN,segment,VU_REF003_001_BLACK_CLOUD_FADEIN,黑场到云层蓝天淡入,08_generation/outputs/video/reference003_segments/VU_REF003_001_BLACK_CLOUD_FADEIN.mp4,False,ready,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_002_WHITE_BIRD_SKY,segment,VU_REF003_002_WHITE_BIRD_SKY,白鸟入画与蓝天滑翔,08_generation/outputs/video/reference003_segments/VU_REF003_002_WHITE_BIRD_SKY.mp4,False,ready,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_003_CREDIT_SAFE_BIRD_CLOUDS,segment,VU_REF003_003_CREDIT_SAFE_BIRD_CLOUDS,白鸟字幕安全位与云层增长,08_generation/outputs/video/reference003_segments/VU_REF003_003_CREDIT_SAFE_BIRD_CLOUDS.mp4,False,ready,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_004_AIRCRAFT_BRIEF_REVEAL,segment,VU_REF003_004_AIRCRAFT_BRIEF_REVEAL,飞行器短暂露出,08_generation/outputs/video/reference003_segments/VU_REF003_004_AIRCRAFT_BRIEF_REVEAL.mp4,False,ready,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_005_MAIN_TITLE_SAFE_HOLD,segment,VU_REF003_005_MAIN_TITLE_SAFE_HOLD,主标题功能位无字 hold,08_generation/outputs/video/reference003_segments/VU_REF003_005_MAIN_TITLE_SAFE_HOLD.mp4,False,ready,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_006_SUN_FLARE_TO_NADIA,segment,VU_REF003_006_SUN_FLARE_TO_NADIA,太阳光转 Nadia,08_generation/outputs/video/reference003_segments/VU_REF003_006_SUN_FLARE_TO_NADIA.mp4,False,ready,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_007_NADIA_PROFILE_ENTRY,segment,VU_REF003_007_NADIA_PROFILE_ENTRY,Nadia 侧脸入场到近景,08_generation/outputs/video/reference003_segments/VU_REF003_007_NADIA_PROFILE_ENTRY.mp4,False,ready,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_008_JEAN_INTRO,segment,VU_REF003_008_JEAN_INTRO,Jean 帽子与少年发明家入场,08_generation/outputs/video/reference003_segments/VU_REF003_008_JEAN_INTRO.mp4,False,ready,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_009_MARIE_KING_MEADOW,segment,VU_REF003_009_MARIE_KING_MEADOW,Marie 与 King 草地段,08_generation/outputs/video/reference003_segments/VU_REF003_009_MARIE_KING_MEADOW.mp4,False,ready,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_010_GRANDIS_TRIO_INTRO,segment,VU_REF003_010_GRANDIS_TRIO_INTRO,Grandis 三人组介绍,08_generation/outputs/video/reference003_segments/VU_REF003_010_GRANDIS_TRIO_INTRO.mp4,False,ready,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_011_RUNNING_MONTAGE,segment,VU_REF003_011_RUNNING_MONTAGE,角色奔跑 montage,08_generation/outputs/video/reference003_segments/VU_REF003_011_RUNNING_MONTAGE.mp4,False,ready,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_012_GRANDIS_VEHICLE_ACTION,segment,VU_REF003_012_GRANDIS_VEHICLE_ACTION,Grandis 车辆动作到群像,08_generation/outputs/video/reference003_segments/VU_REF003_012_GRANDIS_VEHICLE_ACTION.mp4,False,blocked_until_keyframes_complete,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS,segment,VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS,Nautilus 海底光束段,08_generation/outputs/video/reference003_segments/VU_REF003_013_NAUTILUS_UNDERSEA_CREDITS.mp4,False,blocked_until_keyframes_complete,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_014_NIGHT_CITY_BLUE_GRID,segment,VU_REF003_014_NIGHT_CITY_BLUE_GRID,夜城与蓝色地面图案,08_generation/outputs/video/reference003_segments/VU_REF003_014_NIGHT_CITY_BLUE_GRID.mp4,False,blocked_until_keyframes_complete,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_015_NIGHT_AIRCRAFT_PASS,segment,VU_REF003_015_NIGHT_AIRCRAFT_PASS,夜航飞行器短切,08_generation/outputs/video/reference003_segments/VU_REF003_015_NIGHT_AIRCRAFT_PASS.mp4,False,blocked_until_keyframes_complete,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_016_NEMO_SUNSET_PROFILE,segment,VU_REF003_016_NEMO_SUNSET_PROFILE,Nemo 夕景船长肖像,08_generation/outputs/video/reference003_segments/VU_REF003_016_NEMO_SUNSET_PROFILE.mp4,False,blocked_until_keyframes_complete,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_017_NADIA_SOLEMN_CLOSE,segment,VU_REF003_017_NADIA_SOLEMN_CLOSE,Nadia 庄重正面近景,08_generation/outputs/video/reference003_segments/VU_REF003_017_NADIA_SOLEMN_CLOSE.mp4,False,blocked_until_keyframes_complete,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_018_BLUE_WATER_SYMBOL,segment,VU_REF003_018_BLUE_WATER_SYMBOL,Blue Water 象征与水下纹理,08_generation/outputs/video/reference003_segments/VU_REF003_018_BLUE_WATER_SYMBOL.mp4,False,blocked_until_keyframes_complete,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_019_WATER_SPLASH_TRANSITION,segment,VU_REF003_019_WATER_SPLASH_TRANSITION,水花爆发转天空,08_generation/outputs/video/reference003_segments/VU_REF003_019_WATER_SPLASH_TRANSITION.mp4,False,blocked_until_keyframes_complete,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_020_FINAL_SKY_SAFE_HOLD,segment,VU_REF003_020_FINAL_SKY_SAFE_HOLD,最终无字天空 hold,08_generation/outputs/video/reference003_segments/VU_REF003_020_FINAL_SKY_SAFE_HOLD.mp4,False,blocked_until_keyframes_complete,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
segment:VU_REF003_021_BLACK_TAIL,segment,VU_REF003_021_BLACK_TAIL,黑场尾帧,08_generation/outputs/video/reference003_segments/VU_REF003_021_BLACK_TAIL.mp4,False,blocked_until_keyframes_complete,pending,,,,,No readable text/title/credit/logo/subtitle/watermark/random symbols throughout generated segment.
roughcut:reference003_full_op,roughcut,reference003_full_op_roughcut_20260630,full OP roughcut,09_edit/rough_cut/reference003_full_op_roughcut_20260630.mp4,False,final_roughcut,pending,,,,,"Full assembled OP contains no generated readable text, title, credit, logo, subtitle, watermark, or random symbols."
