asset_id,category,batch,source_ref,pure_path,annotated_path,prompt_source,annotation_source,status,story_stage,stage_name,whitebox_reference_path
MSB034,micro_storyboard,B02,Clip 04,visual_assets/pure/micro_storyboard/B02/MSB034_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB034_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png
MSB035,micro_storyboard,B02,Clip 04,visual_assets/pure/micro_storyboard/B02/MSB035_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB035_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png
MSB036,micro_storyboard,B02,Clip 04,visual_assets/pure/micro_storyboard/B02/MSB036_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB036_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png
MSB037,micro_storyboard,B02,Clip 04,visual_assets/pure/micro_storyboard/B02/MSB037_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB037_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_DETAIL_CONTROL_PANEL_constraint_whitebox_v001.png
MSB038,micro_storyboard,B02,Clip 05,visual_assets/pure/micro_storyboard/B02/MSB038_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB038_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB039,micro_storyboard,B02,Clip 05,visual_assets/pure/micro_storyboard/B02/MSB039_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB039_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_DETAIL_CONTROL_PANEL_constraint_whitebox_v001.png
MSB040,micro_storyboard,B02,Clip 05,visual_assets/pure/micro_storyboard/B02/MSB040_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB040_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB041,micro_storyboard,B02,Clip 05,visual_assets/pure/micro_storyboard/B02/MSB041_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB041_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB042,micro_storyboard,B02,Clip 05,visual_assets/pure/micro_storyboard/B02/MSB042_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB042_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB043,micro_storyboard,B02,Clip 05,visual_assets/pure/micro_storyboard/B02/MSB043_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB043_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB044,micro_storyboard,B02,Clip 05,visual_assets/pure/micro_storyboard/B02/MSB044_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB044_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB045,micro_storyboard,B02,Clip 05,visual_assets/pure/micro_storyboard/B02/MSB045_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB045_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB046,micro_storyboard,B02,Clip 05,visual_assets/pure/micro_storyboard/B02/MSB046_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB046_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB047,micro_storyboard,B02,Clip 05,visual_assets/pure/micro_storyboard/B02/MSB047_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB047_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB048,micro_storyboard,B02,Clip 05,visual_assets/pure/micro_storyboard/B02/MSB048_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB048_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB049,micro_storyboard,B02,Clip 05,visual_assets/pure/micro_storyboard/B02/MSB049_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB049_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png
MSB050,micro_storyboard,B02,Clip 06,visual_assets/pure/micro_storyboard/B02/MSB050_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB050_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
MSB051,micro_storyboard,B02,Clip 06,visual_assets/pure/micro_storyboard/B02/MSB051_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB051_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
MSB052,micro_storyboard,B02,Clip 06,visual_assets/pure/micro_storyboard/B02/MSB052_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB052_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
MSB053,micro_storyboard,B02,Clip 06,visual_assets/pure/micro_storyboard/B02/MSB053_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB053_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
MSB054,micro_storyboard,B02,Clip 06,visual_assets/pure/micro_storyboard/B02/MSB054_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB054_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
MSB055,micro_storyboard,B02,Clip 06,visual_assets/pure/micro_storyboard/B02/MSB055_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB055_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
MSB056,micro_storyboard,B02,Clip 06,visual_assets/pure/micro_storyboard/B02/MSB056_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB056_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
MSB057,micro_storyboard,B02,Clip 06,visual_assets/pure/micro_storyboard/B02/MSB057_v001.png,visual_assets/annotated/micro_storyboard/B02/MSB057_v001_annotated.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/SCN_ARCADE_formal_storyboard_prompt_pack_v001.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S1_ARCADE_PLAY,????????????,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_04_BOSS_LOSES_REACTION_constraint_whitebox_v001.png
MSB058,micro_storyboard,B03,Clip 07,visual_assets/pure/micro_storyboard/B03/MSB058_v001.png,visual_assets/annotated/micro_storyboard/B03/MSB058_v001_annotated.png,exports/micro_storyboard_pure_image_prompts.csv,exports/micro_storyboard_annotation_metadata.csv,planned,S2_EXIT_TO_STANDOFF,?????????,whitebox_renders_v2/B03/WB2_EXIT_MSB058.png
