panel_id,batch,clip,clip_title,priority,story_stage,pure_path,annotated_path,whitebox_reference_path,status,production_order,notes
MSB018,B01,02,三兄弟靠近,A,S0_START_CLEAN,visual_assets/pure/micro_storyboard/B01/MSB018_v001.png,visual_assets/annotated/micro_storyboard/B01/MSB018_v001_annotated.png,whitebox_renders_v2/B01/WB2_COMPOUND_MSB018.png,queued,12,generate pure first; annotate only after QA pass
MSB086,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB086_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB086_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB086.png,queued,13,generate pure first; annotate only after QA pass
MSB088,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB088_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB088_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB088.png,queued,14,generate pure first; annotate only after QA pass
MSB089,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB089_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB089_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB089.png,queued,15,generate pure first; annotate only after QA pass
MSB091,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB091_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB091_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB091.png,queued,16,generate pure first; annotate only after QA pass
MSB092,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB092_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB092_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB092.png,queued,17,generate pure first; annotate only after QA pass
MSB093,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB093_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB093_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB093.png,queued,18,generate pure first; annotate only after QA pass
MSB095,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB095_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB095_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB095.png,queued,19,generate pure first; annotate only after QA pass
MSB096,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB096_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB096_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB096.png,queued,20,generate pure first; annotate only after QA pass
MSB097,B04,10,围殴哥哥,A,S3_ALLEY_PRESSURE,visual_assets/pure/micro_storyboard/B04/MSB097_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB097_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB097.png,queued,21,generate pure first; annotate only after QA pass
MSB098,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB098_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB098_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB098.png,queued,22,generate pure first; annotate only after QA pass
MSB099,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB099_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB099_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB099.png,queued,23,generate pure first; annotate only after QA pass
MSB101,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB101_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB101_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB101.png,queued,24,generate pure first; annotate only after QA pass
MSB102,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB102_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB102_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB102.png,queued,25,generate pure first; annotate only after QA pass
MSB103,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB103_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB103_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB103.png,queued,26,generate pure first; annotate only after QA pass
MSB104,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB104_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB104_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB104.png,queued,27,generate pure first; annotate only after QA pass
MSB105,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB105_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB105_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB105.png,queued,28,generate pure first; annotate only after QA pass
MSB106,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB106_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB106_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB106.png,queued,29,generate pure first; annotate only after QA pass
MSB107,B04,11,石块失手,A,S4_STONE_ACCIDENT,visual_assets/pure/micro_storyboard/B04/MSB107_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB107_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB107.png,queued,30,generate pure first; annotate only after QA pass
MSB108,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB108_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB108_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB108.png,queued,31,generate pure first; annotate only after QA pass
MSB109,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB109_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB109_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB109.png,queued,32,generate pure first; annotate only after QA pass
MSB110,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB110_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB110_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB110.png,queued,33,generate pure first; annotate only after QA pass
MSB112,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB112_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB112_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB112.png,queued,34,generate pure first; annotate only after QA pass
MSB113,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB113_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB113_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB113.png,queued,35,generate pure first; annotate only after QA pass
MSB115,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB115_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB115_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB115.png,queued,36,generate pure first; annotate only after QA pass
MSB116,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB116_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB116_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB116.png,queued,37,generate pure first; annotate only after QA pass
MSB117,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB117_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB117_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB117.png,queued,38,generate pure first; annotate only after QA pass
MSB118,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB118_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB118_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB118.png,queued,39,generate pure first; annotate only after QA pass
MSB119,B04,12,主角逃跑,A,S5_ESCAPE_DIRTY,visual_assets/pure/micro_storyboard/B04/MSB119_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB119_v001_annotated.png,whitebox_renders_v2/B04/WB2_ALLEY_MSB119.png,queued,40,generate pure first; annotate only after QA pass
MSB120,B05,13,进入废楼,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB120_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB120_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB120.png,queued,41,generate pure first; annotate only after QA pass
MSB121,B05,13,进入废楼,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB121_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB121_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB121.png,queued,42,generate pure first; annotate only after QA pass
MSB122,B05,13,进入废楼,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB122_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB122_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB122.png,queued,43,generate pure first; annotate only after QA pass
MSB123,B05,13,进入废楼,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB123_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB123_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB123.png,queued,44,generate pure first; annotate only after QA pass
MSB125,B05,13,进入废楼,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB125_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB125_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB125.png,queued,45,generate pure first; annotate only after QA pass
MSB127,B05,13,进入废楼,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB127_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB127_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB127.png,queued,46,generate pure first; annotate only after QA pass
MSB129,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB129_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB129_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB129.png,queued,47,generate pure first; annotate only after QA pass
MSB130,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB130_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB130_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB130.png,queued,48,generate pure first; annotate only after QA pass
MSB131,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB131_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB131_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB131.png,queued,49,generate pure first; annotate only after QA pass
MSB132,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB132_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB132_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB132.png,queued,50,generate pure first; annotate only after QA pass
MSB134,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB134_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB134_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB134.png,queued,51,generate pure first; annotate only after QA pass
MSB136,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB136_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB136_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB136.png,queued,52,generate pure first; annotate only after QA pass
MSB137,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB137_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB137_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB137.png,queued,53,generate pure first; annotate only after QA pass
MSB138,B05,14,无限走廊,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB138_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB138_v001_annotated.png,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB138.png,queued,54,generate pure first; annotate only after QA pass
MSB139,B05,15,远处电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB139_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB139_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB139.png,queued,55,generate pure first; annotate only after QA pass
MSB140,B05,15,远处电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB140_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB140_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB140.png,queued,56,generate pure first; annotate only after QA pass
MSB141,B05,15,远处电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB141_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB141_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB141.png,queued,57,generate pure first; annotate only after QA pass
MSB142,B05,15,远处电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB142_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB142_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB142.png,queued,58,generate pure first; annotate only after QA pass
MSB143,B05,15,远处电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB143_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB143_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB143.png,queued,59,generate pure first; annotate only after QA pass
MSB146,B05,15,远处电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB146_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB146_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB146.png,queued,60,generate pure first; annotate only after QA pass
MSB147,B05,16,靠近电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB147_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB147_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB147.png,queued,61,generate pure first; annotate only after QA pass
MSB148,B05,16,靠近电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB148_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB148_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB148.png,queued,62,generate pure first; annotate only after QA pass
MSB150,B05,16,靠近电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB150_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB150_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB150.png,queued,63,generate pure first; annotate only after QA pass
MSB151,B05,16,靠近电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB151_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB151_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB151.png,queued,64,generate pure first; annotate only after QA pass
MSB152,B05,16,靠近电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB152_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB152_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB152.png,queued,65,generate pure first; annotate only after QA pass
MSB154,B05,16,靠近电话亭,A,S6_CORRIDOR_PHONE_SHOCK,visual_assets/pure/micro_storyboard/B05/MSB154_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB154_v001_annotated.png,whitebox_renders_v2/B05/WB2_PHONE_MSB154.png,queued,66,generate pure first; annotate only after QA pass
MSB155,B06,17,接起电话,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB155_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB155_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB155.png,queued,67,generate pure first; annotate only after QA pass
MSB156,B06,17,接起电话,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB156_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB156_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB156.png,queued,68,generate pure first; annotate only after QA pass
MSB157,B06,17,接起电话,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB157_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB157_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB157.png,queued,69,generate pure first; annotate only after QA pass
MSB158,B06,17,接起电话,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB158_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB158_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB158.png,queued,70,generate pure first; annotate only after QA pass
MSB160,B06,17,接起电话,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB160_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB160_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB160.png,queued,71,generate pure first; annotate only after QA pass
MSB161,B06,17,接起电话,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB161_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB161_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB161.png,queued,72,generate pure first; annotate only after QA pass
MSB162,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB162_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB162_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB162.png,queued,73,generate pure first; annotate only after QA pass
MSB163,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB163_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB163_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB163.png,queued,74,generate pure first; annotate only after QA pass
MSB164,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB164_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB164_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB164.png,queued,75,generate pure first; annotate only after QA pass
MSB166,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB166_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB166_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB166.png,queued,76,generate pure first; annotate only after QA pass
MSB167,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB167_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB167_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB167.png,queued,77,generate pure first; annotate only after QA pass
MSB168,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB168_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB168_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB168.png,queued,78,generate pure first; annotate only after QA pass
MSB169,B06,18,电子化,A,S7_PHONE_ELECTRONICIZATION,visual_assets/pure/micro_storyboard/B06/MSB169_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB169_v001_annotated.png,whitebox_renders_v2/B06/WB2_PHONE_MSB169.png,queued,79,generate pure first; annotate only after QA pass
MSB170,B06,19,进入8-bit关卡,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB170_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB170_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB170.png,queued,80,generate pure first; annotate only after QA pass
MSB171,B06,19,进入8-bit关卡,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB171_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB171_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB171.png,queued,81,generate pure first; annotate only after QA pass
MSB173,B06,19,进入8-bit关卡,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB173_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB173_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB173.png,queued,82,generate pure first; annotate only after QA pass
MSB174,B06,19,进入8-bit关卡,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB174_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB174_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB174.png,queued,83,generate pure first; annotate only after QA pass
MSB176,B06,19,进入8-bit关卡,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB176_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB176_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB176.png,queued,84,generate pure first; annotate only after QA pass
MSB177,B06,19,进入8-bit关卡,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB177_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB177_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB177.png,queued,85,generate pure first; annotate only after QA pass
MSB178,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB178_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB178_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB178.png,queued,86,generate pure first; annotate only after QA pass
MSB179,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB179_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB179_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB179.png,queued,87,generate pure first; annotate only after QA pass
MSB183,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB183_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB183_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB183.png,queued,88,generate pure first; annotate only after QA pass
MSB184,B06,20,WIN / INSERT COIN,A,S8_8BIT_TRANSLATED,visual_assets/pure/micro_storyboard/B06/MSB184_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB184_v001_annotated.png,whitebox_renders_v2/B06/WB2_8BIT_MSB184.png,queued,89,generate pure first; annotate only after QA pass
