shot_id,scene_id,camera,whitebox_path,exists
MSB094,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB094.png,true
MSB095,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB095.png,true
MSB096,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB096.png,true
MSB097,SCN_ALLEY,CAM_ALLEY_03_BROTHER_BEATEN,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB097.png,true
MSB098,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB098.png,true
MSB099,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB099.png,true
MSB100,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB100.png,true
MSB101,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB101.png,true
MSB102,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB102.png,true
MSB103,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB103.png,true
MSB104,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB104.png,true
MSB105,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB105.png,true
MSB106,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB106.png,true
MSB107,SCN_ALLEY,CAM_ALLEY_04_STONE_HIT,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB107.png,true
MSB108,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB108.png,true
MSB109,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB109.png,true
MSB110,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB110.png,true
MSB111,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB111.png,true
MSB112,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB112.png,true
MSB113,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB113.png,true
MSB114,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB114.png,true
MSB115,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB115.png,true
MSB116,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB116.png,true
MSB117,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB117.png,true
MSB118,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB118.png,true
MSB119,SCN_ALLEY,CAM_ALLEY_05_ESCAPE_VECTOR,media/01_AIGC/whitebox_renders_v2/B04/WB2_ALLEY_MSB119.png,true
