panel_id,batch,clip,scene_id,selected_constraint_camera,mother_style_reference,constraint_whitebox_path,pure_prompt,negative_prompt,status
MSB029,B02,04,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png,"Pure cinematic storyboard frame for AIGC video generation, 16:9 landscape, high-resolution film still quality, no annotations, no captions, no visible readable text. 1990s small-town China hidden arcade room, Chinese dreamcore realism, humid yellowed childhood memory, dim gray-yellow light, CRT blue-green-red screen glow, subtle VHS grain, lived-in dirty surfaces. Panel MSB029 / clip 04. Use mother style reference path: environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png. Use spatial constraint whitebox path: environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png. Camera constraint: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Layout/action focus: 街头霸王街机占画面中心，屏幕和操作台磨损清楚. Blocking or motion: 固定构图. Keep SCN_ARCADE design DNA consistent: dirty plastic entrance strips, low stained ceiling, narrow wet aisle, left and right rows of bulky black CRT arcade cabinets, rear two-player fictional fighting cabinet, old wooden stools, single warm dirty bulb, ceiling fan, sagging wires, peeling gray walls, unreadable poster scraps. Arcade screen content must be fictional and non-infringing: genre-level 1990s fighting-game, beat-em-up, side-scrolling action, and vertical shooter energy only; no real game title, no logo, no copyrighted UI, no recognizable character from existing games. Preserve the same room proportions and cabinet positions from the whitebox; only add final cinematic texture, light, haze, characters, and period detail. Crowd-density lock: the hidden arcade must feel very crowded and smoky, with shoulder-to-shoulder local kids, teenagers, and older bystanders packed around machines, silhouettes overlapping the aisle, cigarette-smoke haze, humid fog, and layered background faces; never make the arcade feel empty or spacious.","Do not show modern arcade cabinets, LCD screens, smartphones, LED esports room, cyberpunk neon club, clean mall game center, readable game names, real Street Fighter, real Mortal Kombat, real Cadillacs and Dinosaurs, real Dynasty Wars, real Captain Commando, real Psikyo logos, copyrighted characters, gore, adult gangsters, anime style, toy-like 3D, poster text, watermark, subtitle, annotation., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",ready_for_formal_generation_with_mother_style_and_whitebox_space
MSB030,B02,04,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png,"Pure cinematic storyboard frame for AIGC video generation, 16:9 landscape, high-resolution film still quality, no annotations, no captions, no visible readable text. 1990s small-town China hidden arcade room, Chinese dreamcore realism, humid yellowed childhood memory, dim gray-yellow light, CRT blue-green-red screen glow, subtle VHS grain, lived-in dirty surfaces. Panel MSB030 / clip 04. Use mother style reference path: environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png. Use spatial constraint whitebox path: environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png. Camera constraint: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Layout/action focus: 阿磊站到操作位，手放在摇杆旁，下巴微扬. Blocking or motion: 身体前倾，肩膀撑开. Keep SCN_ARCADE design DNA consistent: dirty plastic entrance strips, low stained ceiling, narrow wet aisle, left and right rows of bulky black CRT arcade cabinets, rear two-player fictional fighting cabinet, old wooden stools, single warm dirty bulb, ceiling fan, sagging wires, peeling gray walls, unreadable poster scraps. Arcade screen content must be fictional and non-infringing: genre-level 1990s fighting-game, beat-em-up, side-scrolling action, and vertical shooter energy only; no real game title, no logo, no copyrighted UI, no recognizable character from existing games. Preserve the same room proportions and cabinet positions from the whitebox; only add final cinematic texture, light, haze, characters, and period detail. Crowd-density lock: the hidden arcade must feel very crowded and smoky, with shoulder-to-shoulder local kids, teenagers, and older bystanders packed around machines, silhouettes overlapping the aisle, cigarette-smoke haze, humid fog, and layered background faces; never make the arcade feel empty or spacious.","Do not show modern arcade cabinets, LCD screens, smartphones, LED esports room, cyberpunk neon club, clean mall game center, readable game names, real Street Fighter, real Mortal Kombat, real Cadillacs and Dinosaurs, real Dynasty Wars, real Captain Commando, real Psikyo logos, copyrighted characters, gore, adult gangsters, anime style, toy-like 3D, poster text, watermark, subtitle, annotation., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",ready_for_formal_generation_with_mother_style_and_whitebox_space
MSB031,B02,04,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png,"Pure cinematic storyboard frame for AIGC video generation, 16:9 landscape, high-resolution film still quality, no annotations, no captions, no visible readable text. 1990s small-town China hidden arcade room, Chinese dreamcore realism, humid yellowed childhood memory, dim gray-yellow light, CRT blue-green-red screen glow, subtle VHS grain, lived-in dirty surfaces. Panel MSB031 / clip 04. Use mother style reference path: environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png. Use spatial constraint whitebox path: environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png. Camera constraint: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Layout/action focus: 小川站在阿磊侧后，红领巾被屏幕光照亮，手还抓书包带. Blocking or motion: 不碰机器，只看. Keep SCN_ARCADE design DNA consistent: dirty plastic entrance strips, low stained ceiling, narrow wet aisle, left and right rows of bulky black CRT arcade cabinets, rear two-player fictional fighting cabinet, old wooden stools, single warm dirty bulb, ceiling fan, sagging wires, peeling gray walls, unreadable poster scraps. Arcade screen content must be fictional and non-infringing: genre-level 1990s fighting-game, beat-em-up, side-scrolling action, and vertical shooter energy only; no real game title, no logo, no copyrighted UI, no recognizable character from existing games. Preserve the same room proportions and cabinet positions from the whitebox; only add final cinematic texture, light, haze, characters, and period detail. Crowd-density lock: the hidden arcade must feel very crowded and smoky, with shoulder-to-shoulder local kids, teenagers, and older bystanders packed around machines, silhouettes overlapping the aisle, cigarette-smoke haze, humid fog, and layered background faces; never make the arcade feel empty or spacious.","Do not show modern arcade cabinets, LCD screens, smartphones, LED esports room, cyberpunk neon club, clean mall game center, readable game names, real Street Fighter, real Mortal Kombat, real Cadillacs and Dinosaurs, real Dynasty Wars, real Captain Commando, real Psikyo logos, copyrighted characters, gore, adult gangsters, anime style, toy-like 3D, poster text, watermark, subtitle, annotation., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",ready_for_formal_generation_with_mother_style_and_whitebox_space
MSB032,B02,04,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png,"Pure cinematic storyboard frame for AIGC video generation, 16:9 landscape, high-resolution film still quality, no annotations, no captions, no visible readable text. 1990s small-town China hidden arcade room, Chinese dreamcore realism, humid yellowed childhood memory, dim gray-yellow light, CRT blue-green-red screen glow, subtle VHS grain, lived-in dirty surfaces. Panel MSB032 / clip 04. Use mother style reference path: environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png. Use spatial constraint whitebox path: environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png. Camera constraint: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Layout/action focus: 小满只露出半张脸和浅色衬衫，躲在小川身后看屏幕. Blocking or motion: 贴近小川. Keep SCN_ARCADE design DNA consistent: dirty plastic entrance strips, low stained ceiling, narrow wet aisle, left and right rows of bulky black CRT arcade cabinets, rear two-player fictional fighting cabinet, old wooden stools, single warm dirty bulb, ceiling fan, sagging wires, peeling gray walls, unreadable poster scraps. Arcade screen content must be fictional and non-infringing: genre-level 1990s fighting-game, beat-em-up, side-scrolling action, and vertical shooter energy only; no real game title, no logo, no copyrighted UI, no recognizable character from existing games. Preserve the same room proportions and cabinet positions from the whitebox; only add final cinematic texture, light, haze, characters, and period detail. Crowd-density lock: the hidden arcade must feel very crowded and smoky, with shoulder-to-shoulder local kids, teenagers, and older bystanders packed around machines, silhouettes overlapping the aisle, cigarette-smoke haze, humid fog, and layered background faces; never make the arcade feel empty or spacious.","Do not show modern arcade cabinets, LCD screens, smartphones, LED esports room, cyberpunk neon club, clean mall game center, readable game names, real Street Fighter, real Mortal Kombat, real Cadillacs and Dinosaurs, real Dynasty Wars, real Captain Commando, real Psikyo logos, copyrighted characters, gore, adult gangsters, anime style, toy-like 3D, poster text, watermark, subtitle, annotation., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",ready_for_formal_generation_with_mother_style_and_whitebox_space
MSB033,B02,04,SCN_ARCADE,CAM_ARCADE_DETAIL_CONTROL_PANEL,environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_DETAIL_CONTROL_PANEL_constraint_whitebox_v001.png,"Pure cinematic storyboard frame for AIGC video generation, 16:9 landscape, high-resolution film still quality, no annotations, no captions, no visible readable text. 1990s small-town China hidden arcade room, Chinese dreamcore realism, humid yellowed childhood memory, dim gray-yellow light, CRT blue-green-red screen glow, subtle VHS grain, lived-in dirty surfaces. Panel MSB033 / clip 04. Use mother style reference path: environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png. Use spatial constraint whitebox path: environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_DETAIL_CONTROL_PANEL_constraint_whitebox_v001.png. Camera constraint: CAM_ARCADE_DETAIL_CONTROL_PANEL. Layout/action focus: 阿磊的儿童手指放到彩色按钮上，袖口磨毛和按钮划痕同框. Blocking or motion: 手开始操作前的准备. Keep SCN_ARCADE design DNA consistent: dirty plastic entrance strips, low stained ceiling, narrow wet aisle, left and right rows of bulky black CRT arcade cabinets, rear two-player fictional fighting cabinet, old wooden stools, single warm dirty bulb, ceiling fan, sagging wires, peeling gray walls, unreadable poster scraps. Arcade screen content must be fictional and non-infringing: genre-level 1990s fighting-game, beat-em-up, side-scrolling action, and vertical shooter energy only; no real game title, no logo, no copyrighted UI, no recognizable character from existing games. Preserve the same room proportions and cabinet positions from the whitebox; only add final cinematic texture, light, haze, characters, and period detail. Crowd-density lock: the hidden arcade must feel very crowded and smoky, with shoulder-to-shoulder local kids, teenagers, and older bystanders packed around machines, silhouettes overlapping the aisle, cigarette-smoke haze, humid fog, and layered background faces; never make the arcade feel empty or spacious.","Do not show modern arcade cabinets, LCD screens, smartphones, LED esports room, cyberpunk neon club, clean mall game center, readable game names, real Street Fighter, real Mortal Kombat, real Cadillacs and Dinosaurs, real Dynasty Wars, real Captain Commando, real Psikyo logos, copyrighted characters, gore, adult gangsters, anime style, toy-like 3D, poster text, watermark, subtitle, annotation., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",ready_for_formal_generation_with_mother_style_and_whitebox_space
MSB034,B02,04,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png,"Pure cinematic storyboard frame for AIGC video generation, 16:9 landscape, high-resolution film still quality, no annotations, no captions, no visible readable text. 1990s small-town China hidden arcade room, Chinese dreamcore realism, humid yellowed childhood memory, dim gray-yellow light, CRT blue-green-red screen glow, subtle VHS grain, lived-in dirty surfaces. Panel MSB034 / clip 04. Use mother style reference path: environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png. Use spatial constraint whitebox path: environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png. Camera constraint: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Layout/action focus: 彬子从机器另一侧进入画面，黄发梢和黑夹克先被看见. Blocking or motion: 下巴前顶，靠近机器. Keep SCN_ARCADE design DNA consistent: dirty plastic entrance strips, low stained ceiling, narrow wet aisle, left and right rows of bulky black CRT arcade cabinets, rear two-player fictional fighting cabinet, old wooden stools, single warm dirty bulb, ceiling fan, sagging wires, peeling gray walls, unreadable poster scraps. Arcade screen content must be fictional and non-infringing: genre-level 1990s fighting-game, beat-em-up, side-scrolling action, and vertical shooter energy only; no real game title, no logo, no copyrighted UI, no recognizable character from existing games. Preserve the same room proportions and cabinet positions from the whitebox; only add final cinematic texture, light, haze, characters, and period detail. Crowd-density lock: the hidden arcade must feel very crowded and smoky, with shoulder-to-shoulder local kids, teenagers, and older bystanders packed around machines, silhouettes overlapping the aisle, cigarette-smoke haze, humid fog, and layered background faces; never make the arcade feel empty or spacious.","Do not show modern arcade cabinets, LCD screens, smartphones, LED esports room, cyberpunk neon club, clean mall game center, readable game names, real Street Fighter, real Mortal Kombat, real Cadillacs and Dinosaurs, real Dynasty Wars, real Captain Commando, real Psikyo logos, copyrighted characters, gore, adult gangsters, anime style, toy-like 3D, poster text, watermark, subtitle, annotation., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",ready_for_formal_generation_with_mother_style_and_whitebox_space
MSB035,B02,04,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png,"Pure cinematic storyboard frame for AIGC video generation, 16:9 landscape, high-resolution film still quality, no annotations, no captions, no visible readable text. 1990s small-town China hidden arcade room, Chinese dreamcore realism, humid yellowed childhood memory, dim gray-yellow light, CRT blue-green-red screen glow, subtle VHS grain, lived-in dirty surfaces. Panel MSB035 / clip 04. Use mother style reference path: environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png. Use spatial constraint whitebox path: environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png. Camera constraint: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Layout/action focus: 阿磊和彬子分别站在机器两侧，屏幕在中间，身高差和气势差清楚. Blocking or motion: 对战站位锁定. Keep SCN_ARCADE design DNA consistent: dirty plastic entrance strips, low stained ceiling, narrow wet aisle, left and right rows of bulky black CRT arcade cabinets, rear two-player fictional fighting cabinet, old wooden stools, single warm dirty bulb, ceiling fan, sagging wires, peeling gray walls, unreadable poster scraps. Arcade screen content must be fictional and non-infringing: genre-level 1990s fighting-game, beat-em-up, side-scrolling action, and vertical shooter energy only; no real game title, no logo, no copyrighted UI, no recognizable character from existing games. Preserve the same room proportions and cabinet positions from the whitebox; only add final cinematic texture, light, haze, characters, and period detail. Crowd-density lock: the hidden arcade must feel very crowded and smoky, with shoulder-to-shoulder local kids, teenagers, and older bystanders packed around machines, silhouettes overlapping the aisle, cigarette-smoke haze, humid fog, and layered background faces; never make the arcade feel empty or spacious.","Do not show modern arcade cabinets, LCD screens, smartphones, LED esports room, cyberpunk neon club, clean mall game center, readable game names, real Street Fighter, real Mortal Kombat, real Cadillacs and Dinosaurs, real Dynasty Wars, real Captain Commando, real Psikyo logos, copyrighted characters, gore, adult gangsters, anime style, toy-like 3D, poster text, watermark, subtitle, annotation., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",ready_for_formal_generation_with_mother_style_and_whitebox_space
MSB036,B02,04,SCN_ARCADE,CAM_ARCADE_02_STREET_FIGHTER_CABINET,environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png,"Pure cinematic storyboard frame for AIGC video generation, 16:9 landscape, high-resolution film still quality, no annotations, no captions, no visible readable text. 1990s small-town China hidden arcade room, Chinese dreamcore realism, humid yellowed childhood memory, dim gray-yellow light, CRT blue-green-red screen glow, subtle VHS grain, lived-in dirty surfaces. Panel MSB036 / clip 04. Use mother style reference path: environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png. Use spatial constraint whitebox path: environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_02_STREET_FIGHTER_CABINET_constraint_whitebox_v001.png. Camera constraint: CAM_ARCADE_02_STREET_FIGHTER_CABINET. Layout/action focus: 小川看见彬子，笑意收住，眼睛从屏幕移到彬子脸上. Blocking or motion: 头部小幅转移. Keep SCN_ARCADE design DNA consistent: dirty plastic entrance strips, low stained ceiling, narrow wet aisle, left and right rows of bulky black CRT arcade cabinets, rear two-player fictional fighting cabinet, old wooden stools, single warm dirty bulb, ceiling fan, sagging wires, peeling gray walls, unreadable poster scraps. Arcade screen content must be fictional and non-infringing: genre-level 1990s fighting-game, beat-em-up, side-scrolling action, and vertical shooter energy only; no real game title, no logo, no copyrighted UI, no recognizable character from existing games. Preserve the same room proportions and cabinet positions from the whitebox; only add final cinematic texture, light, haze, characters, and period detail. Crowd-density lock: the hidden arcade must feel very crowded and smoky, with shoulder-to-shoulder local kids, teenagers, and older bystanders packed around machines, silhouettes overlapping the aisle, cigarette-smoke haze, humid fog, and layered background faces; never make the arcade feel empty or spacious.","Do not show modern arcade cabinets, LCD screens, smartphones, LED esports room, cyberpunk neon club, clean mall game center, readable game names, real Street Fighter, real Mortal Kombat, real Cadillacs and Dinosaurs, real Dynasty Wars, real Captain Commando, real Psikyo logos, copyrighted characters, gore, adult gangsters, anime style, toy-like 3D, poster text, watermark, subtitle, annotation., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",ready_for_formal_generation_with_mother_style_and_whitebox_space
MSB037,B02,04,SCN_ARCADE,CAM_ARCADE_DETAIL_CONTROL_PANEL,environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_DETAIL_CONTROL_PANEL_constraint_whitebox_v001.png,"Pure cinematic storyboard frame for AIGC video generation, 16:9 landscape, high-resolution film still quality, no annotations, no captions, no visible readable text. 1990s small-town China hidden arcade room, Chinese dreamcore realism, humid yellowed childhood memory, dim gray-yellow light, CRT blue-green-red screen glow, subtle VHS grain, lived-in dirty surfaces. Panel MSB037 / clip 04. Use mother style reference path: environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png. Use spatial constraint whitebox path: environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_DETAIL_CONTROL_PANEL_constraint_whitebox_v001.png. Camera constraint: CAM_ARCADE_DETAIL_CONTROL_PANEL. Layout/action focus: 硬币投入街机槽，金属声和 CRT 光形成对战开始点. Blocking or motion: 手离开硬币槽. Keep SCN_ARCADE design DNA consistent: dirty plastic entrance strips, low stained ceiling, narrow wet aisle, left and right rows of bulky black CRT arcade cabinets, rear two-player fictional fighting cabinet, old wooden stools, single warm dirty bulb, ceiling fan, sagging wires, peeling gray walls, unreadable poster scraps. Arcade screen content must be fictional and non-infringing: genre-level 1990s fighting-game, beat-em-up, side-scrolling action, and vertical shooter energy only; no real game title, no logo, no copyrighted UI, no recognizable character from existing games. Preserve the same room proportions and cabinet positions from the whitebox; only add final cinematic texture, light, haze, characters, and period detail. Crowd-density lock: the hidden arcade must feel very crowded and smoky, with shoulder-to-shoulder local kids, teenagers, and older bystanders packed around machines, silhouettes overlapping the aisle, cigarette-smoke haze, humid fog, and layered background faces; never make the arcade feel empty or spacious.","Do not show modern arcade cabinets, LCD screens, smartphones, LED esports room, cyberpunk neon club, clean mall game center, readable game names, real Street Fighter, real Mortal Kombat, real Cadillacs and Dinosaurs, real Dynasty Wars, real Captain Commando, real Psikyo logos, copyrighted characters, gore, adult gangsters, anime style, toy-like 3D, poster text, watermark, subtitle, annotation., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",ready_for_formal_generation_with_mother_style_and_whitebox_space
MSB038,B02,05,SCN_ARCADE,CAM_ARCADE_03_DUEL_OVER_SHOULDER,environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png,"Pure cinematic storyboard frame for AIGC video generation, 16:9 landscape, high-resolution film still quality, no annotations, no captions, no visible readable text. 1990s small-town China hidden arcade room, Chinese dreamcore realism, humid yellowed childhood memory, dim gray-yellow light, CRT blue-green-red screen glow, subtle VHS grain, lived-in dirty surfaces. Panel MSB038 / clip 05. Use mother style reference path: environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png. Use spatial constraint whitebox path: environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_03_DUEL_OVER_SHOULDER_constraint_whitebox_v001.png. Camera constraint: CAM_ARCADE_03_DUEL_OVER_SHOULDER. Layout/action focus: 阿磊左前景肩背、彬子右侧，街霸屏幕夹在中间. Blocking or motion: 镜头固定在屏幕和肩背之间. Keep SCN_ARCADE design DNA consistent: dirty plastic entrance strips, low stained ceiling, narrow wet aisle, left and right rows of bulky black CRT arcade cabinets, rear two-player fictional fighting cabinet, old wooden stools, single warm dirty bulb, ceiling fan, sagging wires, peeling gray walls, unreadable poster scraps. Arcade screen content must be fictional and non-infringing: genre-level 1990s fighting-game, beat-em-up, side-scrolling action, and vertical shooter energy only; no real game title, no logo, no copyrighted UI, no recognizable character from existing games. Preserve the same room proportions and cabinet positions from the whitebox; only add final cinematic texture, light, haze, characters, and period detail. Crowd-density lock: the hidden arcade must feel very crowded and smoky, with shoulder-to-shoulder local kids, teenagers, and older bystanders packed around machines, silhouettes overlapping the aisle, cigarette-smoke haze, humid fog, and layered background faces; never make the arcade feel empty or spacious.","Do not show modern arcade cabinets, LCD screens, smartphones, LED esports room, cyberpunk neon club, clean mall game center, readable game names, real Street Fighter, real Mortal Kombat, real Cadillacs and Dinosaurs, real Dynasty Wars, real Captain Commando, real Psikyo logos, copyrighted characters, gore, adult gangsters, anime style, toy-like 3D, poster text, watermark, subtitle, annotation., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",ready_for_formal_generation_with_mother_style_and_whitebox_space
MSB039,B02,05,SCN_ARCADE,CAM_ARCADE_DETAIL_CONTROL_PANEL,environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png,environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_DETAIL_CONTROL_PANEL_constraint_whitebox_v001.png,"Pure cinematic storyboard frame for AIGC video generation, 16:9 landscape, high-resolution film still quality, no annotations, no captions, no visible readable text. 1990s small-town China hidden arcade room, Chinese dreamcore realism, humid yellowed childhood memory, dim gray-yellow light, CRT blue-green-red screen glow, subtle VHS grain, lived-in dirty surfaces. Panel MSB039 / clip 05. Use mother style reference path: environment_lookdev/SCN_ARCADE/SCN_ARCADE_lookdev_A_entrance_wide_v002_game_screens.png. Use spatial constraint whitebox path: environment_lookdev/SCN_ARCADE/camera_whiteboxes_v001/CAM_ARCADE_DETAIL_CONTROL_PANEL_constraint_whitebox_v001.png. Camera constraint: CAM_ARCADE_DETAIL_CONTROL_PANEL. Layout/action focus: 阿磊手指在彩色按钮上快速动作，袖口磨毛明显. Blocking or motion: 只拍手和按钮. Keep SCN_ARCADE design DNA consistent: dirty plastic entrance strips, low stained ceiling, narrow wet aisle, left and right rows of bulky black CRT arcade cabinets, rear two-player fictional fighting cabinet, old wooden stools, single warm dirty bulb, ceiling fan, sagging wires, peeling gray walls, unreadable poster scraps. Arcade screen content must be fictional and non-infringing: genre-level 1990s fighting-game, beat-em-up, side-scrolling action, and vertical shooter energy only; no real game title, no logo, no copyrighted UI, no recognizable character from existing games. Preserve the same room proportions and cabinet positions from the whitebox; only add final cinematic texture, light, haze, characters, and period detail. Crowd-density lock: the hidden arcade must feel very crowded and smoky, with shoulder-to-shoulder local kids, teenagers, and older bystanders packed around machines, silhouettes overlapping the aisle, cigarette-smoke haze, humid fog, and layered background faces; never make the arcade feel empty or spacious.","Do not show modern arcade cabinets, LCD screens, smartphones, LED esports room, cyberpunk neon club, clean mall game center, readable game names, real Street Fighter, real Mortal Kombat, real Cadillacs and Dinosaurs, real Dynasty Wars, real Captain Commando, real Psikyo logos, copyrighted characters, gore, adult gangsters, anime style, toy-like 3D, poster text, watermark, subtitle, annotation., empty arcade, sparse people, clean open aisle, showroom-like room, only three people in the whole arcade, clear fresh air, smoke-free room",ready_for_formal_generation_with_mother_style_and_whitebox_space
